% Model:              Simulação_oficial_V2.mph
% Version:            COMSOL 6.1.0.282
% Date:               Nov 17 2025, 16:39
% Table:              Table 7 - Volume Integration 2
% angle                                           lambda                                            Electric field norm (V*m^2)
0                                                 300                                               1.5220548038848525E-14
0                                                 305                                               1.5275633668305477E-14
0                                                 310                                               1.533242235133292E-14
0                                                 315                                               1.5358205512473044E-14
0                                                 320                                               1.537148860479207E-14
0                                                 325                                               1.5523733423246834E-14
0                                                 330                                               1.5691572204868075E-14
0                                                 335                                               1.576896957194798E-14
0                                                 340                                               1.5803337098927797E-14
0                                                 345                                               1.5810549763466785E-14
0                                                 350                                               1.579069173580727E-14
0                                                 355                                               1.5777922809661645E-14
0                                                 360                                               1.5815568513489037E-14
0                                                 365                                               1.585366111460499E-14
0                                                 370                                               1.589027514234204E-14
0                                                 375                                               1.5924730662067993E-14
0                                                 380                                               1.5959759156938672E-14
0                                                 385                                               1.5962041325031166E-14
0                                                 390                                               1.5949482022645044E-14
0                                                 395                                               1.5936233367243345E-14
0                                                 400                                               1.5944024457793617E-14
0                                                 405                                               1.597156407989911E-14
0                                                 410                                               1.5998995206063134E-14
0                                                 415                                               1.602812708422491E-14
0                                                 420                                               1.6060563201051295E-14
0                                                 425                                               1.609281781158424E-14
0                                                 430                                               1.6124914613340803E-14
0                                                 435                                               1.6242245976838E-14
0                                                 440                                               1.6371613389345888E-14
0                                                 445                                               1.650371701247102E-14
0                                                 450                                               1.6638604187369145E-14
0                                                 455                                               1.6783603175384568E-14
0                                                 460                                               1.6932731216185546E-14
0                                                 465                                               1.7084380497265343E-14
0                                                 470                                               1.7238572512621038E-14
0                                                 475                                               1.7594820665562256E-14
0                                                 480                                               1.8056148301934596E-14
0                                                 485                                               1.8551929059546724E-14
0                                                 490                                               1.908580550506712E-14
0                                                 495                                               1.9661986992257413E-14
0                                                 500                                               2.052062164796468E-14
0                                                 505                                               2.1560902528541685E-14
0                                                 510                                               2.2771986840380265E-14
0                                                 515                                               2.4201549964702632E-14
0                                                 520                                               2.5917263329606744E-14
0                                                 525                                               2.6895445932022528E-14
0                                                 530                                               2.7687525118726732E-14
0                                                 535                                               2.8487324991846853E-14
0                                                 540                                               2.927324130287303E-14
0                                                 545                                               3.002045342118336E-14
0                                                 550                                               3.058014995281628E-14
0                                                 555                                               3.072717859002233E-14
0                                                 560                                               3.075814182617962E-14
0                                                 565                                               3.066355046881242E-14
0                                                 570                                               3.0465930236914244E-14
0                                                 575                                               3.0246120553256774E-14
0                                                 580                                               3.012236281716553E-14
0                                                 585                                               3.001143023312861E-14
