% Model:              Simulação_oficial_V1.mph
% Version:            COMSOL 6.1.0.282
% Date:               Oct 28 2025, 15:16
% Table:              Table 7 - Volume Integration 2
% angle                                           lambda                                            Electric field norm (V*m^2)
0                                                 300                                               2.2209420472717982E-14
0                                                 305                                               2.2402061373175526E-14
0                                                 310                                               2.2588186737105404E-14
0                                                 315                                               2.272386654254953E-14
0                                                 320                                               2.283560977827544E-14
0                                                 325                                               2.313120799159748E-14
0                                                 330                                               2.3440078075964832E-14
0                                                 335                                               2.3625189478421326E-14
0                                                 340                                               2.374951411889386E-14
0                                                 345                                               2.383253536170951E-14
0                                                 350                                               2.3875053654748076E-14
0                                                 355                                               2.392084097121479E-14
0                                                 360                                               2.4015870730553968E-14
0                                                 365                                               2.4109459718409007E-14
0                                                 370                                               2.4197917856178953E-14
0                                                 375                                               2.4280252000782582E-14
0                                                 380                                               2.4362254301650317E-14
0                                                 385                                               2.4407252206338778E-14
0                                                 390                                               2.443444471330516E-14
0                                                 395                                               2.445945595054978E-14
0                                                 400                                               2.4511402987252627E-14
0                                                 405                                               2.4588425819924953E-14
0                                                 410                                               2.4664009708832935E-14
0                                                 415                                               2.4741638406767267E-14
0                                                 420                                               2.4824311418963562E-14
0                                                 425                                               2.490546257034776E-14
0                                                 430                                               2.4985193088507335E-14
0                                                 435                                               2.517482664151937E-14
0                                                 440                                               2.5378988106069695E-14
0                                                 445                                               2.5585628122782268E-14
0                                                 450                                               2.579487658259682E-14
0                                                 455                                               2.6020349029778328E-14
0                                                 460                                               2.6251572848774925E-14
0                                                 465                                               2.64857298671496E-14
0                                                 470                                               2.67229695246263E-14
0                                                 475                                               2.7209060565395913E-14
0                                                 480                                               2.7823317602699568E-14
0                                                 485                                               2.8478734841143E-14
0                                                 490                                               2.918019185538301E-14
0                                                 495                                               2.993358515396239E-14
0                                                 500                                               3.095701638148141E-14
0                                                 505                                               3.214122441168677E-14
0                                                 510                                               3.3459982775355903E-14
0                                                 515                                               3.4929885274538966E-14
0                                                 520                                               3.656735021742418E-14
0                                                 525                                               3.7213197864235976E-14
0                                                 530                                               3.7609698012117813E-14
