% Model:              Simulação_oficial_V1.mph
% Version:            COMSOL 6.1.0.282
% Date:               Oct 28 2025, 22:06
% Table:              Table 7 - Volume Integration 2
% angle                                           lambda                                            Electric field norm (V*m^2)
0                                                 300                                               1.6521591762979558E-14
0                                                 305                                               1.6638766811241113E-14
0                                                 310                                               1.6753697440230112E-14
0                                                 315                                               1.6830153039188228E-14
0                                                 320                                               1.688948198334327E-14
0                                                 325                                               1.7100970417799453E-14
0                                                 330                                               1.732457960336285E-14
0                                                 335                                               1.745085311276129E-14
0                                                 340                                               1.75299547647359E-14
0                                                 345                                               1.7576431872642166E-14
0                                                 350                                               1.7591109002681543E-14
0                                                 355                                               1.760772127576973E-14
0                                                 360                                               1.7653800410387446E-14
0                                                 365                                               1.7698846200934014E-14
0                                                 370                                               1.7738663492367606E-14
0                                                 375                                               1.777182975561347E-14
0                                                 380                                               1.7804524188488096E-14
0                                                 385                                               1.7814602614772424E-14
0                                                 390                                               1.7813971978377042E-14
0                                                 395                                               1.7812128087592187E-14
0                                                 400                                               1.78331339120946E-14
0                                                 405                                               1.7875289535028502E-14
0                                                 410                                               1.7916589090681176E-14
0                                                 415                                               1.7961444818763655E-14
0                                                 420                                               1.8013863572305115E-14
0                                                 425                                               1.8065424803422065E-14
0                                                 430                                               1.8116194984632645E-14
0                                                 435                                               1.825461223233095E-14
0                                                 440                                               1.8405181354661987E-14
0                                                 445                                               1.855836972079167E-14
0                                                 450                                               1.871430766542152E-14
0                                                 455                                               1.8890758061104523E-14
0                                                 460                                               1.907422729441911E-14
0                                                 465                                               1.926099623515403E-14
0                                                 470                                               1.9451200032575667E-14
0                                                 475                                               1.9826079617232393E-14
0                                                 480                                               2.0302623871430658E-14
0                                                 485                                               2.081873297756078E-14
0                                                 490                                               2.1379343541206895E-14
0                                                 495                                               2.1990311698800017E-14
0                                                 500                                               2.27799714426625E-14
0                                                 505                                               2.3709564604167432E-14
0                                                 510                                               2.4782869385254515E-14
0                                                 515                                               2.603499360447161E-14
0                                                 520                                               2.7513527837602046E-14
0                                                 525                                               2.8040502957299118E-14
0                                                 530                                               2.825788770116634E-14
0                                                 535                                               2.838064804922389E-14
0                                                 540                                               2.8381964643370374E-14
0                                                 545                                               2.823200133235898E-14
0                                                 550                                               2.784933143826733E-14
0                                                 555                                               2.7204273718293868E-14
0                                                 560                                               2.6521965039747993E-14
0                                                 565                                               2.5870186333906266E-14
0                                                 570                                               2.531107227405717E-14
0                                                 575                                               2.4882507520805244E-14
0                                                 580                                               2.4594700477415507E-14
0                                                 585                                               2.4376721759771867E-14
0                                                 590                                               2.4220960248712786E-14
0                                                 595                                               2.416348127429037E-14
0                                                 600                                               2.4185667589602756E-14
0                                                 605                                               2.4201750593937037E-14
0                                                 610                                               2.4052572920587196E-14
0                                                 615                                               2.3650636736474878E-14
0                                                 620                                               2.3182632019143857E-14
0                                                 625                                               2.2843249657663137E-14
0                                                 630                                               2.2735178128389236E-14
0                                                 635                                               2.2913029862369793E-14
0                                                 640                                               2.3384946317594605E-14
0                                                 645                                               2.415038669484453E-14
0                                                 650                                               2.5233303847394702E-14
0                                                 655                                               2.6695648748987496E-14
0                                                 660                                               2.861495898037905E-14
0                                                 665                                               3.0774806253772814E-14
0                                                 670                                               3.3483875986253704E-14
0                                                 675                                               3.678862455351338E-14
0                                                 680                                               4.045927266384919E-14
0                                                 685                                               4.358378690012167E-14
0                                                 690                                               4.462600296564101E-14
0                                                 695                                               4.3177547152077065E-14
0                                                 700                                               4.127700026638874E-14
0                                                 705                                               4.136510523231968E-14
0                                                 710                                               4.404888271366042E-14
0                                                 715                                               4.8446406292701135E-14
0                                                 720                                               5.238943851700469E-14
0                                                 725                                               5.350975633926171E-14
0                                                 730                                               5.1554448524216234E-14
0                                                 735                                               4.85424474801575E-14
0                                                 740                                               4.603066202283938E-14
0                                                 745                                               4.3809558111788023E-14
0                                                 750                                               4.0819811734927734E-14
0                                                 755                                               3.686378796333817E-14
0                                                 760                                               3.28201504959594E-14
0                                                 765                                               2.937786114071488E-14
0                                                 770                                               2.6700735107521422E-14
0                                                 775                                               2.4699284685401303E-14
0                                                 780                                               2.3232134716733478E-14
0                                                 785                                               2.2184180243800175E-14
0                                                 790                                               2.1478208521240176E-14
0                                                 795                                               2.1067893887266156E-14
