% Model:              Simulação_oficial_V1.mph
% Version:            COMSOL 6.1.0.282
% Date:               Oct 29 2025, 09:54
% Table:              Table 7 - Volume Integration 2
% angle                                           lambda                                            Electric field norm (V*m^2)
0                                                 300                                               1.2512394079653444E-14
0                                                 305                                               1.2422696430213483E-14
0                                                 310                                               1.2373305569712593E-14
0                                                 315                                               1.2296542642515795E-14
0                                                 320                                               1.2219321058653201E-14
0                                                 325                                               1.2382221249594476E-14
0                                                 330                                               1.257518447099764E-14
0                                                 335                                               1.2628318125242983E-14
0                                                 340                                               1.2620875698828467E-14
0                                                 345                                               1.2578404885019516E-14
0                                                 350                                               1.2500934084750117E-14
0                                                 355                                               1.243962536509722E-14
0                                                 360                                               1.2454179005232546E-14
0                                                 365                                               1.246980542880353E-14
0                                                 370                                               1.2482838616860688E-14
0                                                 375                                               1.2491615549663265E-14
0                                                 380                                               1.2500840339232541E-14
0                                                 385                                               1.2468521291848897E-14
0                                                 390                                               1.2418928479558881E-14
0                                                 395                                               1.2370030098988735E-14
0                                                 400                                               1.235269702518162E-14
0                                                 405                                               1.2364524830149317E-14
0                                                 410                                               1.2376930096072598E-14
0                                                 415                                               1.2393792902067879E-14
0                                                 420                                               1.2418830923463779E-14
0                                                 425                                               1.2444431025752834E-14
0                                                 430                                               1.2470562363972744E-14
0                                                 435                                               1.2613450591754852E-14
0                                                 440                                               1.2772919283759348E-14
0                                                 445                                               1.293629573723543E-14
0                                                 450                                               1.3103665920134555E-14
0                                                 455                                               1.3292990290094429E-14
0                                                 460                                               1.3490817713872025E-14
0                                                 465                                               1.3693355688728151E-14
0                                                 470                                               1.390069709850672E-14
0                                                 475                                               1.4356639345198742E-14
0                                                 480                                               1.494233186692155E-14
0                                                 485                                               1.5572018888414514E-14
0                                                 490                                               1.6250980664118473E-14
0                                                 495                                               1.6985451848215157E-14
0                                                 500                                               1.7941511923464282E-14
0                                                 505                                               1.9028311652557602E-14
0                                                 510                                               2.0222662329338136E-14
0                                                 515                                               2.1532553964783496E-14
0                                                 520                                               2.296458956585151E-14
0                                                 525                                               2.3319900998988892E-14
0                                                 530                                               2.3373611580215197E-14
0                                                 535                                               2.3386361902522257E-14
0                                                 540                                               2.337107682383582E-14
0                                                 545                                               2.3335482673224014E-14
0                                                 550                                               2.321357548548667E-14
0                                                 555                                               2.2905452203892406E-14
0                                                 560                                               2.2596971407742666E-14
0                                                 565                                               2.230883882023153E-14
0                                                 570                                               2.206580115987447E-14
0                                                 575                                               2.189650194059541E-14
0                                                 580                                               2.1841441691335613E-14
0                                                 585                                               2.1808882231695175E-14
0                                                 590                                               2.185075995394119E-14
0                                                 595                                               2.212526765231543E-14
0                                                 600                                               2.2693106150593788E-14
0                                                 605                                               2.3501729163158872E-14
0                                                 610                                               2.4242285252950608E-14
0                                                 615                                               2.4353928270830238E-14
0                                                 620                                               2.352305742237478E-14
0                                                 625                                               2.2153038844696245E-14
0                                                 630                                               2.066911452380975E-14
0                                                 635                                               1.9380885600924226E-14
0                                                 640                                               1.8353822596770635E-14
0                                                 645                                               1.7419362043454628E-14
0                                                 650                                               1.6422608322162642E-14
0                                                 655                                               1.5436680443722915E-14
0                                                 660                                               1.4639367018460208E-14
0                                                 665                                               1.4134224638578154E-14
0                                                 670                                               1.3838962094687219E-14
0                                                 675                                               1.3506076075358385E-14
0                                                 680                                               1.2921662492677352E-14
0                                                 685                                               1.2179732339518243E-14
0                                                 690                                               1.1465564874033704E-14
0                                                 695                                               1.0856317858415416E-14
0                                                 700                                               1.0356273643804384E-14
0                                                 705                                               9.952744257440592E-15
0                                                 710                                               9.64244171613681E-15
0                                                 715                                               9.399249670381439E-15
0                                                 720                                               9.219896063675374E-15
0                                                 725                                               9.105617107174037E-15
0                                                 730                                               9.062261794872099E-15
0                                                 735                                               9.10116818299602E-15
0                                                 740                                               9.241127433246356E-15
0                                                 745                                               9.511793663647493E-15
0                                                 750                                               9.959014758238827E-15
0                                                 755                                               1.0651572429377117E-14
0                                                 760                                               1.1654020712208981E-14
0                                                 765                                               1.303421739689866E-14
0                                                 770                                               1.4696862758743726E-14
0                                                 775                                               1.6091799097005502E-14
0                                                 780                                               1.626769865677051E-14
0                                                 785                                               1.4973258732508647E-14
0                                                 790                                               1.3050375272827365E-14
0                                                 795                                               1.1254722634311738E-14
0                                                 800                                               9.816349189078926E-15
15                                                300                                               1.2787978053133806E-14
15                                                305                                               1.2710319456082581E-14
15                                                310                                               1.2673119876673932E-14
15                                                315                                               1.2611862201624623E-14
15                                                320                                               1.2551212955251212E-14
15                                                325                                               1.2713006278892116E-14
15                                                330                                               1.2901703606695149E-14
15                                                335                                               1.296094982397075E-14
15                                                340                                               1.296414021202863E-14
15                                                345                                               1.2934878677818705E-14
15                                                350                                               1.2873403900775418E-14
15                                                355                                               1.2826439542645617E-14
15                                                360                                               1.2847719068973208E-14
15                                                365                                               1.2869852587643213E-14
15                                                370                                               1.288949225059489E-14
15                                                375                                               1.2905189209677946E-14
15                                                380                                               1.2921296288161893E-14
15                                                385                                               1.289967409108205E-14
15                                                390                                               1.2862292682157884E-14
15                                                395                                               1.2825458563969183E-14
15                                                400                                               1.2816983885963941E-14
15                                                405                                               1.2834594987838468E-14
15                                                410                                               1.2852514526086665E-14
15                                                415                                               1.2874140134360675E-14
15                                                420                                               1.2902668156566013E-14
15                                                425                                               1.293143621581084E-14
15                                                430                                               1.2960431140718167E-14
15                                                435                                               1.3094371685244453E-14
15                                                440                                               1.3243189917676392E-14
15                                                445                                               1.339550695715398E-14
15                                                450                                               1.3551427834724988E-14
15                                                455                                               1.3726532335186634E-14
15                                                460                                               1.3909221002951145E-14
15                                                465                                               1.4096247233325501E-14
15                                                470                                               1.428772493547371E-14
15                                                475                                               1.4709153275940675E-14
15                                                480                                               1.525220121011593E-14
15                                                485                                               1.5838078600592233E-14
15                                                490                                               1.6472016863022272E-14
