% Model:              Simulação_oficial_V1.mph
% Version:            COMSOL 6.1.0.282
% Date:               Oct 27 2025, 18:09
% Table:              Table 7 - Volume Integration 2
% angle                                           lambda                                            Electric field norm (V*m^2)
0                                                 300                                               1.9586695843471086E-14
0                                                 305                                               1.9687089522877206E-14
0                                                 310                                               1.980373161560111E-14
0                                                 315                                               1.9893603842357993E-14
0                                                 320                                               1.9974614409956164E-14
0                                                 325                                               2.0208137289641033E-14
0                                                 330                                               2.0454710691059077E-14
0                                                 335                                               2.0608530739420357E-14
0                                                 340                                               2.0718471336423102E-14
0                                                 345                                               2.07985356735554E-14
0                                                 350                                               2.084924508145407E-14
0                                                 355                                               2.0902496725922726E-14
0                                                 360                                               2.0986429877340516E-14
0                                                 365                                               2.106959260821003E-14
0                                                 370                                               2.114836920732531E-14
0                                                 375                                               2.12216660453567E-14
0                                                 380                                               2.129478049268424E-14
0                                                 385                                               2.134461214663944E-14
0                                                 390                                               2.13831603951542E-14
0                                                 395                                               2.1420200938891215E-14
0                                                 400                                               2.1477616343423597E-14
0                                                 405                                               2.155376534989951E-14
0                                                 410                                               2.1628584717074633E-14
0                                                 415                                               2.1705370107124367E-14
0                                                 420                                               2.1786919362609628E-14
0                                                 425                                               2.1866900429373285E-14
0                                                 430                                               2.1945387243092213E-14
0                                                 435                                               2.2103346748179966E-14
0                                                 440                                               2.227108037562177E-14
0                                                 445                                               2.2439812597487768E-14
0                                                 450                                               2.2609643913852882E-14
0                                                 455                                               2.2792545202127608E-14
0                                                 460                                               2.2979039083153014E-14
0                                                 465                                               2.3166598612967375E-14
0                                                 470                                               2.3355332118994286E-14
0                                                 475                                               2.3715878250277787E-14
0                                                 480                                               2.4165162608566152E-14
0                                                 485                                               2.4643363919280745E-14
0                                                 490                                               2.5154515419609227E-14
0                                                 495                                               2.5703523535278986E-14
0                                                 500                                               2.6438570557328637E-14
0                                                 505                                               2.729361548031771E-14
0                                                 510                                               2.8256322250934764E-14
0                                                 515                                               2.934391208763133E-14
0                                                 520                                               3.057434908481055E-14
0                                                 525                                               3.1004922750432756E-14
0                                                 530                                               3.1171658164237583E-14
0                                                 535                                               3.1253233422504824E-14
0                                                 540                                               3.124661431286873E-14
0                                                 545                                               3.1165215168030066E-14
0                                                 550                                               3.100614087389028E-14
0                                                 555                                               3.077063534391369E-14
0                                                 560                                               3.0581867811849384E-14
0                                                 565                                               3.0451525760470365E-14
0                                                 570                                               3.038536941580892E-14
0                                                 575                                               3.038562734543449E-14
0                                                 580                                               3.045650747168217E-14
0                                                 585                                               3.056270922323162E-14
0                                                 590                                               3.0727676736132843E-14
0                                                 595                                               3.098723694812676E-14
0                                                 600                                               3.1336817506605105E-14
0                                                 605                                               3.176554686238138E-14
0                                                 610                                               3.226390120077729E-14
0                                                 615                                               3.2827929229358504E-14
0                                                 620                                               3.339515357743695E-14
0                                                 625                                               3.397811504343424E-14
0                                                 630                                               3.460869015548065E-14
0                                                 635                                               3.528729854770563E-14
0                                                 640                                               3.601458365473845E-14
0                                                 645                                               3.6791449057835165E-14
0                                                 650                                               3.761905147391942E-14
0                                                 655                                               3.849876669649904E-14
0                                                 660                                               3.941366680655034E-14
