% Model:              Simulação_oficial_V3.mph
% Version:            COMSOL 6.1.0.282
% Date:               Mar 27 2026, 17:28
% Table:              Table 9 - Volume Integration 2
% angle                                           lambda                                            Electric field norm (V*m^2)
0                                                 300                                               1.100468131523599E-14
0                                                 305                                               1.096055896862579E-14
0                                                 310                                               1.0934992354853515E-14
0                                                 315                                               1.0895491243171854E-14
0                                                 320                                               1.0855278403432744E-14
0                                                 325                                               1.0935415187910704E-14
0                                                 330                                               1.1032609677175286E-14
0                                                 335                                               1.105693238962101E-14
0                                                 340                                               1.1049202359834195E-14
0                                                 345                                               1.1023848737951326E-14
0                                                 350                                               1.0980468042748125E-14
0                                                 355                                               1.0947569640759014E-14
0                                                 360                                               1.096805573398708E-14
0                                                 365                                               1.0989964059571397E-14
0                                                 370                                               1.1012748260628802E-14
0                                                 375                                               1.1036160656880729E-14
0                                                 380                                               1.1060713627862744E-14
0                                                 385                                               1.1054897814846344E-14
0                                                 390                                               1.103600284617328E-14
0                                                 395                                               1.101736300025623E-14
0                                                 400                                               1.1014702622562313E-14
0                                                 405                                               1.1026975845267521E-14
0                                                 410                                               1.1039673644610931E-14
0                                                 415                                               1.1052962877258144E-14
0                                                 420                                               1.1066977384252838E-14
0                                                 425                                               1.1081297944236811E-14
0                                                 430                                               1.1095902935110729E-14
0                                                 435                                               1.11742911936714E-14
0                                                 440                                               1.126147931337985E-14
0                                                 445                                               1.1350485544952203E-14
0                                                 450                                               1.144131122931534E-14
0                                                 455                                               1.1535590007460344E-14
0                                                 460                                               1.1631966846969472E-14
0                                                 465                                               1.1730081479954628E-14
0                                                 470                                               1.1829942978869137E-14
0                                                 475                                               1.2083657768613964E-14
0                                                 480                                               1.2412156522883267E-14
0                                                 485                                               1.2760054506510848E-14
0                                                 490                                               1.3129257657156565E-14
0                                                 495                                               1.3521990515198193E-14
0                                                 500                                               1.412002252065813E-14
0                                                 505                                               1.4832364757059826E-14
0                                                 510                                               1.564378213402393E-14
0                                                 515                                               1.6583374059084368E-14
0                                                 520                                               1.76945851021574E-14
0                                                 525                                               1.8384230671855537E-14
0                                                 530                                               1.9008520342455248E-14
0                                                 535                                               1.9699722420223702E-14
0                                                 540                                               2.0458874350126093E-14
0                                                 545                                               2.127307989171662E-14
0                                                 550                                               2.2008018020051222E-14
0                                                 555                                               2.244683669362358E-14
0                                                 560                                               2.2827576738390304E-14
0                                                 565                                               2.318978454692131E-14
0                                                 570                                               2.3615289243892543E-14
0                                                 575                                               2.421600580902103E-14
0                                                 580                                               2.5122077439962368E-14
0                                                 585                                               2.628005093439376E-14
0                                                 590                                               2.7698640385803905E-14
0                                                 595                                               2.94187659200229E-14
0                                                 600                                               3.12453158018572E-14
0                                                 605                                               3.282924058130837E-14
0                                                 610                                               3.3872551433430764E-14
0                                                 615                                               3.4552915923118443E-14
0                                                 620                                               3.534397664014652E-14
0                                                 625                                               3.673986223308048E-14
0                                                 630                                               3.897213849119378E-14
0                                                 635                                               4.172875800389535E-14
0                                                 640                                               4.403800145347336E-14
0                                                 645                                               4.448139285795651E-14
0                                                 650                                               4.22986662245158E-14
0                                                 655                                               3.820036466471721E-14
0                                                 660                                               3.351862654827407E-14
0                                                 665                                               2.924628536204314E-14
0                                                 670                                               2.5757861893581524E-14
0                                                 675                                               2.2969254731908654E-14
0                                                 680                                               2.0774419994663784E-14
0                                                 685                                               1.908589808747196E-14
0                                                 690                                               1.7843489852810832E-14
0                                                 695                                               1.7008472885339896E-14
0                                                 700                                               1.6547341184987632E-14
0                                                 705                                               1.6416889040728695E-14
0                                                 710                                               1.655688847092598E-14
